WBAN Number|WMO Number|Call Sign|Climate Division Code|Climate Division State Code|Climate Division Station Code|Name|Location|Address|Latitude|Longitude|Ground Height|Station Height|Barometer Height|Time Zone
04920||EBS||||WEBSTER CITY, IA|WEBSTER CITY MUNI AIRPORT||42.26|-93.52|0|0|0|
04921||EOK||||KEOKUK, IA|KEOKUK MUNICIPAL AIRPORT||40.28|-91.26|0|0|0|
04922||ETH||||WHEATON, MN|WHEATON MUNICIPAL AIRPORT||45.47|-96.32|0|0|0|
04923||EVM||||EVELETH, MN|EVELETH-VIRGINIA MUNI ARPT||47.25|-92.3|0|1381|0|
04924||FET||||FREMONT, NE|FREMONT MUNICIPAL AIRPORT||41.27|-96.31|0|0|0|
04925||FFL||||FAIRFIELD, IA|FAIRFIELD MUNICIPAL ARPT||41.03|-91.59|0|0|0|
04926||FGN||||FLAG ISLAND, MN|FLAG ISLAND||49.19|-94.54|0|0|0|
04927||FKA||||PRESTON, MN|FILLMORE COUNTY AIRPORT||43.41|-92.11|0|0|0|
04928||FOZ||||BIGFORK, MN|BIGFORK MUNICIPAL AIRPORT||47.47|-93.39|0|0|0|
04929||FSE||||FOSSTON, MN|FOSSTON MUNICIPAL AIRPORT||47.35|-95.47|0|0|0|
04930||FSW||||FORT MADISON, IA|FORT MADISON MUNICIPAL APT||40.40|-91.2|0|0|0|
04931||GHW||||GLENWOOD, MN|GLENWOOD MUNICIPAL AIRPORT||45.38|-95.19|0|0|0|
04932||GYL||||GLENCOE, MN|GLENCOE MUNICIPAL AIRPORT||44.46|-94.05|0|0|0|
04933||HCD||||HUTCHINSON, MN|HTCHSON MUNI-BUTLR FLD APT||44.52|-94.23|0|0|0|
04934||HCO||||HALLOCK, MN|HALLOCK MUNICIPAL AIRPORT||48.45|-96.56|0|0|0|
04935||HDE||||HOLDREGE, NE|BREWSTER FIELD AIRPORT||40.27|-99.2|0|0|0|
04936||HNR||||HARLAN, IA|HARLAN MUNICIPAL AIRPORT||41.35|-95.2|0|0|0|
04937||ICL||||CLARINDA, IA|SCHENCK FIELD AIRPORT||40.43|-95.02|0|0|0|
04938||IKV||||ANKENY, IA|ANKENY REGIONAL AIRPORT||41.41|-93.34|0|0|0|
04939||JKJ||||MOORHEAD, MN|MOORHEAD MUNICIPAL AIRPORT||46.50|-96.4|0|0|0|
04940||JMR||||MORA, MN|MORA MUNICIPAL AIRPORT||45.53|-93.16|0|0|0|
04941||LJF||||LITCHFIELD, MN|LITCHFIELD MINICIPAL ARPT||45.09|-94.31|0|0|0|
04942||LRJ||||LE MARS, IA|LE MARS MINICIPAL AIRPORT||42.47|-96.11|0|0|0|
04943||LVN||||MINNEAPOLIS, MN|AIRLAKE AIRPORT||44.38|-93.14|0|0|0|
04944||LXL||||LITTLE FALLS, MN|LITL FALS/MRSON CO-LNBRG FIELD||45.57|-94.21|0|0|0|
04945||MGG||||MAPLE LAKE, MN|MAPLE LAKE MUNICIPAL ARPT||45.14|-93.59|0|0|0|
04946||MJQ||||JACKSON, MN|JACKSON MUNICIPAL AIRPORT||43.39|-94.59|0|0|0|
04947||MPZ||||MOUNT PLEASANT, IA|MOUNT PLEASANT MUNI ARPT||40.47|-91.31|0|0|0|
04948||MOX||||MORRIS, MN|MORRIS MUNICIPAL AIRPORT||45.34|-95.58|0|0|0|
04949||MQB||||MACOMB, IL|MACOMB MUNICIPAL AIRPORT||40.31|-90.39|0|0|0|
04950||MUT||||MUSCATINE, IA|MUSCATINE MUNICIPIAL ARPT||41.22|-91.09|0|0|0|
04951||MVE||||MONTEVIDEO, MN|MONTIVIDEO-CHIPPEWA CO APT||44.58|-95.43|0|0|0|
04952||MWM||||WINDOM, MN|WINDOM MUNICIPAL AIRPORT||43.55|-95.07|0|0|0|
04953||MXO||||MONTICELLO, IA|MONTICELLO REGIONAL ARPT||42.13|-91.1|0|0|0|
04954||MZH||||MOOSE LAKE, MN|MOOSE LAKE CARLTON CO ARPT||46.25|-92.48|0|0|0|
04955||OLZ||||OELWEIN, IA|OELWEIN MUNICIPAL AIRPORT||42.41|-91.58|0|0|0|
04956||ONA||||WINONA, MN|WIOA MUNI-MAX CONRAD FD AP||44.05|-91.43|0|0|0|
04957||ONL||||O'NEILL, NE|THE O'NEILL MUNI-JOHN L BAKER||42.28|-98.41|0|0|0|
04958||ORB||||ORR, MN|ORR REGIONAL AIRPORT||48.01|-92.52|0|0|0|
04959||ORC||||ORANGE CITY, IA|ORNAGE CITY MUNICIPAL ARPT||42.59|-96.04|0|0|0|
04960||OVL||||OLIVIA, MN|OLIVIA REGIONAL AIRPORT||44.47|-95.02|0|0|0|
04961||OWA||||OWATONNA, MN|OWATONNA DEGNER RGNL ARPT||44.07|-93.16|0|0|0|
04962||OXV||||KNOXVILLE, IA|KNOXVILLE MUNICIPAL ARPT||41.18|-93.07|0|0|0|
04963||PDC||||PRAIRIE DU CHIEN, WI|PRAIRIE DU CHIEN MUNI ARPT||43.01|-91.07|0|0|0|
04964||PEA||||PELLA, IA|PELLA MUNICIPAL AIRPORT||41.24|-92.57|0|0|0|
04965||PQN||||PIPESTONE, MN|PIPESTONE MUNICIPAL ARPT||43.59|-96.18|0|0|0|
04966||RDK||||RED OAK, IA|RED OAK MUNICIPAL AIRPORT||41.01|-95.16|0|0|0|
04967||RGK||||RED WING, MN|RED WING REGIONAL AIRPORT||44.35|-92.29|0|0|0|
04968||RNH||||NEW RICHMOND, WI|NEW RICHMOND MUNICIPAL APT||45.09|-92.32|0|0|0|
04969||ROS||||RUSH CITY, MN|RUSH CITY REGIONAL AIRPORT||45.42|-92.57|0|0|0|
04970||ROX||||ROSEAU, MN|ROSEAU MUNI/RUDY BILLBERG FLD||48.52|-95.42|0|0|0|
04971||RRT||||WARROAD, MN|WARROAD INTL-SWEDE CARLSON FLD||48.56|-95.21|0|0|0|
04972||RZN||||SIREN, WI|BURNETT COUNTY AIRPORT||45.49|-92.22|0|0|0|
04973||SDA||||SHENANADOAH, IA|SHENANADOAH MUNICIPAL ARPT||40.45|-95.25|0|0|0|
04974||SGS||||SOUTH ST PAUL, MN|SOUTH ST PAUL MUNI-RICHARD E F||44.52|-93.02|0|0|0|
04975||SHL||||SHELDON, IA|SHELDON MUNICIPAL AIRPORT||43.13|-95.5|0|0|0|
04976||SLB||||STORM LAKE, IA|STORM LAKE MUNICIPAL ARPT||42.36|-95.14|0|0|0|
04977||TNU||||NEWTON, IA|NEWTON MUNICIPAL AIRPORT||41.40|-93.01|0|0|0|
04978||TOB||||DODGE CENTER, MN|DODGE CENTER ARPT||44.01|-92.5|0|0|0|
04979||TWM||||TWO HARBORS, MN|RICHARD B HELGESON AIRPORT||47.03|-91.45|0|0|0|
04980||ULM||||NEW ULM, MN|NEW ULM MUNICIPAL AIRPORT||44.19|-94.3|0|0|0|
04981||VTI||||VINTON, IA|VINTON VETERANS MEMORIAL AIRPA||42.13|-92.02|0|0|0|
04982||VVV||||ORTHONVILLE, MN|ORTHONVILLE MUNI-MARTINSON FIE||45.19|-96.25|0|0|0|
04983||VWU||||WASKISH, MN|WASKISH MUNICIPAL AIRPORT||48.09|-94.31|0|0|0|
04984||XVG||||LONGVILLE, MN|LONGVILLE MUNICIPAL ARPT||46.59|-94.12|0|0|0|
04989||IIB||||INDEPENDENCE, IA|INDEPENDENCE MUNICIPAL APT||42.27|-91.57|0|978|0|
04992||MLE||||OMAHA, NE|MILLARD AIRPORT||41.12|-96.07|0|1051|0|
04993||AFK||||NEBRASKA CITY, NE|NEBRASKA CITY MUNI AIRPORT||40.37|-95.52|0|1162|0|
04995||LUM||||MENOMONIE, WI|Menomonie Municipal Airport-Sc||44.53|-91.52|0|895|0|
04996||SFY||||SAVANNA, IL|Tri-Township Airport||42.03|-90.07|0|616|0|
04997||HZX||||MCGREGOR, MN|Isedor Iverson Airport||46.37|-93.19|0|1228|0|
04998||HJH||||HEBRON, NE|Hebron Municipal Airport||40.09|-97.35|0|1466|0|
04999||1G2||||GRANITE FALLS, MN|Granite Falls Muni Apt/Lenzen-||44.45|-95.34|0|1047|0|
11624||STX|02|67|0198|CHRISTIANSTED, VI|HENRY E ROHLSEN AIRPORT||17.42|-64.48|31|55|34|
11630|785350|NRR||66|8412|ROOSEVELT ROADS, PR|Naval Station Rosevelt Roads,||18.15|-65.38|32|38|35|
11640||STT|01|67|8905|CHARLOTTE AMALIE, VI|CYRIL E KING AIRPORT||18.20|-64.58|51|11|54|
11641|78526|SJU|01|66|8812|SAN JUAN, PR|LUIS MUNOZ MARIN INTL ARPT|NAT'L WEA SER FCST OFC*4000 CARR. 190*CAROLINA,PUERTO RICO*00979*|18.26|-66|7|8|10|
11653||MAZ||||MAYAQUEZ, PR|Eugenio Maria de Hostos Airpor||18.16|-67.09|0|28|0|
11706|783670|NAW||||GUANTANAMO, CU|NAVAL AIR STATION|NAVAL ATLANTIC METEOROLOGY AND*OCEANOGRAPHY DETACHMENT*PSC 1001 BOX35W*FPO AE  09508-0014|19.54|-75.13|56|56|75|
12803||BCT||||BOCA RATON, FL|Boca Raton Airport||26.23|-80.07|0|13|0|
12809||BOW||||BARTOW, FL|Bartow Municipal Airport||27.56|-81.47|0|125|0|
12810||MCF||||TAMPA, FL|MacDill AFB Airport||27.51|-82.31|0|14|0|
12812||PGD||||PUNTA GORDA, FL|CHARLOTTE COUNTY AIRPORT||26.55|-81.59|25|25|28|
12815|72205|MCO|03|08|6628|ORLANDO, FL|ORLANDO INTERNATIONAL ARPT|NAT'L WEA SER OFC*5390 BEAR RD,SUITE 100*ORLANDO FL*32812*|28.26|-81.19|95|106|98|
12816||GNV|02|08|3326|GAINESVILLE, FL|GAINESVILLE REGIONAL ARTP||29.41|-82.16|149|165|152|
12818||BKV||||BROOKSVILLE, FL|HERNANDO COUNTY AIRPORT||28.28|-82.27|71|77|74|
12819||LEE||||LEESBURG, FL|LEESBURG REGIONAL AIRPORT||28.49|-81.49|77|77|80|
12826||HST||||HOMESTEAD, FL|Homestead AFB Airport||25.29|-80.23|0|7|0|
12832|72220|AAF|01|08|0211|APALACHICOLA, FL|APALACHICOLA MUNI AIRPORT||29.44|-85.02|19|19|21|
12833||CTY||||CROSS CITY, FL|CROSS CITY AIRPORT||29.33|-83.07|41|42|44|
12834|722056|DAB|03|08|2158|DAYTONA BEACH, FL|DAYTONA BEACH INTL AIRPORT|NAT'L WEA SER OFC*1580 AVIATION CENTER PARKWAY*DAYTONA BEACH, FL   32014-3801|29.11|-81.04|31|41|34|
12835|72210|FMY|05|08|3186|FORT MYERS, FL|PAGE FIELD AIRPORT||26.35|-81.52|15|18|18|
12836|72201|EYW|07|08|4570|KEY WEST, FL|KEY WEST INTL AIRPORT||24.33|-81.45|18|21|21|
12838||MLB||||MELBOURNE, FL|MELBOURNE INTL AIRPORT||28.06|-80.39|57|27|60|
12839|72202|MIA|06|08|5663|MIAMI, FL|MIAMI INTERNATIONAL ARPT|NAT'L WEA SER CONTRACT MET OBS.*ARPT MAIL FACILITY*P.O.BOX 592354*MIAMI,FL. 33159*|25.49|-80.18|26|30|29|
12841||ORL||||ORLANDO, FL|EXECUTIVE AIRPORT||28.33|-81.2|123|112|126|
12842|72211|TPA|04|08|8788|TAMPA, FL|TAMPA INTERNATIONAL ARPT|NWS CONTRACT MET OBS*P.O. BOX 30100 RM214 HANGER ONE*TAMPA INT'L AIRPORT BLDG*TAMPA, FL. 33630*|27.58|-82.32|8|11|40|
12843||VRB|04|08|9214|VERO BEACH, FL|VERO BEACH MUNICIPAL ARPT||27.40|-80.25|19|28|39|
12844|72203|PBI|06|08|9525|WEST PALM BEACH, FL|PALM BEACH INTL AIRPORT|NAT'L WEA SER OFC*4245 SOUTHERN BLVD.*WEST PALM BEACH, FL  33406|26.41|-80.06|16|21|19|
12849||FLL|06|08|3165|FORT LAUDERDALE, FL|FT LAUD/HOLLYWOOD INTL APT||26.04|-80.09|117|11|120|
12850|722015|NQX||||KEY WEST, FL|KEY WEST NAS|NAVAL ATLANTIC METEOROLOGY AND*OCEANOGRAPHY DETACHMENT*PO BOX 9048  NAVAL AIR STATION*KEY WEST  FL  33040-5000|24.35|-81.41|6|24|24|
12854||SFB||||ORLANDO, FL|ORLANDO SANFORD AIRPORT||28.47|-81.14|49|55|52|
12861||OCF||||OCALA, FL|Ocala International Airport-Ji||29.10|-82.13|0|89|0|
12867||COF||||COCOA BEACH, FL|Patrick AFB Airport||28.14|-80.37|0|9|0|
12871||SRQ||||SARASOTA/BRADENTON, FL|SARASOTA/BRADENTON INTL AP||27.24|-82.34|59|27|62|
12873||PIE||||ST PETERSBURG/CLEARWATER, FL|ST PETE-CLWTR INTL AIRPORT||27.55|-82.41|11|11|14|
12876||GIF||||WINTER HAVEN, FL|WINTER HAVEN'S GILBERT APT||28.04|-81.45|143|146|146|
12882||OPF||||MIAMI, FL|OPA LOCKA AIRPORT||25.55|-80.17|52|9|55|
12883||LAL||||LAKELAND,FL|Lakeland Linder Regional Airp||27.59|-82.01|0|142|0|
12884|72232|BVE|09|16|1157|BOOTHVILLE, LA|BOOTHVILLE||29.20|-89.25|12|1|15|
12885||FXE||||FORT LAUDERDALE, FL|FT LAUDER EXECUTIVE ARPT||26.12|-80.1|9|14|12|
12886||TTS||||TITUSVILLE, FL|Kennedy Space Center||28.37|-80.41|0|10|0|
12888||TMB||||MIAMI, FL|KENDALL-TAMIAMI EXEC ARPT||25.39|-80.26|8|10|11|
12894||RSW||||FORT MYERS, FL|SW FLORIDA INTN AIRPORT||26.32|-81.45|29|30|32|
12895||FPR||||FORT PIERCE, FL|ST LUCIE COUNTY INTL ARPT||27.30|-80.23|43|26|46|
12896||MTH||||MARATHON, FL|THE FL KEYS MARATHON ARPT||24.44|-81.03|7|7|10|
12897||APF||08|6078|NAPLES, FL|NAPLES MUNICIPAL AIRPORT||26.09|-81.47|8|23|21|
12898||TIX||||TITUSVILLE, FL|Space Coast Regional Airport||28.31|-80.48|0|34|0|
12904||HRL||||HARLINGEN, TX|VALLEY INTERNATIONAL ARPT||26.14|-97.39|34|35|37|
12907||LRD||||LAREDO, TX|Laredo International Airport||27.32|-99.28|0|508|0|
12909||SKF||||SAN ANTONIO, TX|Lackland Air Force Base (Kelly||29.23|-98.35|0|691|0|
12911||RND||||UNIVERSAL CITY, TX|Randolph AFB Airport||29.32|-98.17|0|762|0|
12912|72255|VCT|08|41|9364|VICTORIA, TX|VICTORIA REGIONAL AIRPORT|NAT'L WEA SER OFC*ROUTE 6*VICTORIA, TX 77901|28.52|-96.56|103|117|106|
12916|72231|MSY|09|16|6660|NEW ORLEANS, LA|L ARMSTRNG NEW ORLS INT AP|NATIONAL WEA SERV CONT MET OBS*INTERNATIONAL AIRPORT*BOX 20026     MOISANT FIELD*NEW ORLEANS,LA 70141*|29.59|-90.15|4|20|7|
12917|72241|BPT|08|41|7174|BEAUMONT/PORT ARTHUR, TX|SE TEXAS REGIONAL AIRPORT||29.57|-94.01|16|16|19|
12918||HOU|08|41|4307|HOUSTON, TX|WILLIAM P. HOBBY AIRPORT||29.39|-95.17|45|47|48|
12919|72250|BRO|00|41|1136|BROWNSVILLE, TX|BRNVIL/S PADRE IS INTL APT|NAT'L WEA SER OFC*BROWNSVILLE INTERNATIONAL AIRPORT*700 S. MINNESOTA*BROWNSVILLE, TX  78521|25.55|-97.26|21|22|24|
12921|72253|SAT|07|41|7945|SAN ANTONIO, TX|SAN ANTONIO INTL AIRPORT|NATIONAL WEATHER SERVICE FORECAST OFFICE*2090 AIRPORT ROAD*NEW BRAUNFELS, TX 78130|29.32|-98.28|818|809|821|
12923|72242|GLS|08|41|3430|GALVESTON, TX|SCHOLES INTL AT GLSTON APT|NAT'L WEA SER OFC*515 POST OFFICE BLDG.*GALVESTON, TX*77550*|29.16|-94.52|21|9|24|
12924|72251|CRP|07|41|2015|CORPUS CHRISTI, TX|CORPUS CHRISTI INTL ARPT||27.46|-97.31|42|44|48|
12926|722515|NGP||||CORPUS CHRISTI, TX|CORPUS CHRISTI NAS|NAVAL TRAINING METEOROLOGY AND OCEANOGRAPHY DETACHMENT * 651 BATAAN STREET SUITE 116 * CORPUS CHRISTI TX 78419-5250|27.42|-97.17|15|19|19|
12927||HUM||||HOUMA, LA|Houma-Terrebonne Airport||29.34|-90.4|0|10|0|
12928|722516|NQI||||KINGSVILLE, TX|KINGSVILLE NAS|NAVAL TRAINING METEOROLOGY AND*OCEANOGRAPHY DETACHMENT*311 N MITSCHER AVE  SUITE 102*KINGSVILLE  TX  78363-5003|27.30|-97.49|50|58|56|
12932||ALI||||ALICE, TX|ALICE INTERNATIONAL ARPT||27.44|-98.02|176|180|179|
12935||PSX|08|41|6750|PALACIOS, TX|PALACIOS MUNICIPAL AIRPORT||28.44|-96.15|14|15|17|
12936||PTN||||PATTERSON, LA|HARRY P WILLIAMS MEMO ARPT||29.43|-91.2|0|0|0|
12947||COT||41|2048|COTULLA, TX|COTULLA-LA SALLE CO ARPT||28.28|-99.13|460|479|463|
12957||PIL||||PORT ISABEL, TX|PORT ISABEL-CAMERON CO APT||26.10|-97.21|16|19|19|
12958|722316|NBG||||NEW ORLEANS, LA|NEW ORLEANS NAS|NAVAL TRAINING METEOROLOGY AND*OCEANOGRAPHY DETACHMENT*NAVAL AIR STATION*NEW ORLEANS  LA  70143-1300|29.50|-90.02|1|1|6|
12959||MFE|00|41|5702|MC ALLEN, TX|MC ALLEN MILLER INTL ARPT|FCWOS-MEE-TOO-MEDIA*P.O. BOX 1866*McALESTER, OK.*74502*|26.11|-98.14|125|112|128|
12960|72243|IAH|08|41|4300|HOUSTON, TX|G BUSH INTCNTL APT/HOU APT|NAT'L WEA SER CONTRACT MET OBS*QUALITRON BLDG.,ROOM 342C*17795 JFK BLVD.(HOUSTON INTL AP)*HOUSTON,TX 77032*|29.59|-95.22|118|108|121|
12961||ERV||||KERRVILLE, TX|KRVL MUNI/LUIS SHRER FD AP||29.59|-99.05|0|0|0|
12962||HDO||41|4256|HONDO, TX|HONDO MUNICIPAL AIRPORT|NAT'L WEA SER MET OBSY*MUNICIPAL AIRPORT*HONDO,TX*78861*|29.22|-99.1|926|930|929|
12968||P92||||SALT POINT, LA|SALT POINT||29.34|-91.32|5|2|8|
12970||SSF||41|7945|SAN ANTONIO, TX|STINSON MINICIPAL AIRPORT||29.20|-98.28|579|577|582|
12971||BAZ||41|6276|NEW BRAUNFELS, TX|NEW BRAUNFELS MUNICIPAL AP||29.43|-98.03|632|645|635|
12972||RKP||||ROCKPORT, TX|ARANSAS COUNTY AIRPORT||28.05|-97.03|21|19|24|
12974||KNOG||||ORANGE GROVE, TX|NAVAL AUXILIARY LANDING FD||27.54|-98.03|257|257|257|
12975||LVJ||||HOUSTON, TX|CLOVER FIELD AIRPORT||29.31|-95.14|40|44|43|
12976||LBX||||ANGLETON/LAKE JACKSON, TX|BRAZORIA COUNTY AIRPORT||29.07|-95.28|20|25|23|
12977||SGR||||HOUSTON, TX|SUGAR LAND REGIONAL ARPT||29.37|-95.4|78|82|81|
12978||3T5||||LA GRANGE, TX|FAYETTE RGNL AIR CNTR ARP||29.55|-96.57|0|0|0|
12979||HYI||||SAN MARCOS, TX|SAN MARCOS MUNICIPAL ARPT||29.53|-97.52|0|0|0|
12980||T65||||WESLACO, TX|MID VALLEY AIRPORT||26.11|-97.58|0|70|0|
12981||BYY||||BAY CITY, TX|BAY CITY MUNICIPAL AIRPORT||28.58|-95.52|0|45|0|
12982||BKS||||FALURRIAS, TX|BROOKS COUNTY AIRPORT||27.13|-98.07|0|112|0|
12983||EBG||||EDINBURG, TX|EDINBURG INTL AIRPORT||26.26|-98.07|0|80|0|
12984||RBO||||ROBSTOWN, TX|NUECES COUNTY ARIPORT||27.47|-97.41|0|79|0|
12985||UVA||||UVALDE, TX|GARNER FIELD AIRPORT||29.13|-99.44|0|942|0|
12986||PKV||||PORT LAVACA, TX|Calhoun County Airport||28.39|-96.41|0|30|0|
12989||7R5||||CAMERON, LA|Cameron Heliport||29.47|-93.18|0|3|0|
12990||AXO||||GRAND ISLE, LA|Grand Isle Seaplane Base||29.11|-90.05|0|7|0|
12991||GSM||||SHIP SHOAL BLOCK 2007A, LA|Gulf of Mexico||28.31|-90.58|0|106|0|
13025|084490|RTA||||ROTA, SP|NAVAL STATION|NAVAL EUROPEAN METEROLOGY AND*OCEANOGRAPHY CENTER*PSC 819 BOX 31*FPO AE  09645-3200|36.38|-.06303|86|86|101|
13701||APG||||ABERDEEN PROVING GROUNDS, MD|Phillips Army Airfield||39.28|-76.1|0|58|0|
13702||LFI||||HAMPTON, VA|Langley AFB Airport||37.05|-76.22|0|11|0|
13705||ADW||||CAMP SPRINGS, MD|Andrews Air Force Base Airport||38.49|-76.52|0|280|0|
13707||DOV||||DOVER, DE|Dover AFB Airport||39.08|-75.28|0|30|0|
13713||GSB||||GOLDSBORO, NC|Seymour-Johnson AFB Airport||35.20|-77.58|0|110|0|
13714||POB||||FAYVETTEVILLE, NC|Pope AFB Airport||35.10|-79.01|0|218|0|
13717||MYR||||MYRTLE BEACH, SC|MYRTLE BEACH INTL AIRPORT||33.41|-78.56|0|0|0|
13721|724040|NHK||||PATUXENT RIVER, MD|NAVAL AIR STATION|NAVAL ATLANTIC METEOROLOGY AND*OCEANOGRAPHY DETACHMENT*NAVAL AIR STATION*PATUXENT RIVER  MD  20670-5103|38.17|-76.24|20|40|45|
13722|72306|RDU|04|31|7069|RALEIGH/DURHAM, NC|RALEIGH-DURHAM INTL ARPT|NAT'L WEA SER FCST OFC*1005 CAPABILITY DRIVE-SUITE 300*RALEIGH, NC.*27606*|35.52|-78.47|427|437|430|
13723|72317|GSO|03|31|3630|GREENSBORO, NC|PIEDMONT TRIAD INTL ARPT|NAT'L WEA SER OFC*6425 AIRPORT PARKWAY*GREENSBORO, NC 27419|36.06|-79.56|904|886|907|
13728||DAN||||DANVILLE, VA|DANVILLE REGIONAL AIRPORT||36.34|-79.2|581|590|584|
13729|72417|EKN|04|46|2718|ELKINS, WV|ELN-RAND CO-J.RAND FLD APT||38.53|-79.51|1979|1979|1982|
13730||FDK||||FREDERICK, MD|FREDERICK MUNICIPAL ARPT||39.25|-77.22|0|0|0|
13733|72410|LYH|03|44|5120|LYNCHBURG, VA|LNBRG RGNL/P. GLENN FLD AP|NAT'L WEA SER OFC NOAA*AIRPORT TOWER BUILDING*2011 AIRPORT ROAD*LYNCHBURG,VA. 24502*|37.20|-79.13|997|938|1000|
13734||MRB|06|46|5707|MARTINSBURG, WV|ETRN WV RGNL/SHPHERD FD AP||39.24|-77.59|539|534|542|
13735||MIV|02|28|5581|MILLVILLE, NJ|MILLVILLE MUNICIPAL ARPT||39.22|-75.05|75|76|78|
13736||MGW|02|46|6202|MORGANTOWN, WV|MGTN RGNL-W L B HART FD AP||39.38|-79.55|1242|1253|1245|
13737|72308|ORF|01|44|6139|NORFOLK, VA|NORFOLK INTERNATIONAL ARPT|NAT'L WEA SER OFC*NORFOLK INT'L AIRPORT*NORFOLK,VA*23518*|36.54|-76.11|66|30|69|
13739|72408|PHL|03|36|6889|PHILADELPHIA, PA|PHILADELPHIA INTL AIRPORT|Genesis Is Covac, Terminal B, Room 417, Philadelphia International Airport, Philadelphia, PA 19153|39.52|-75.14|10|28|62|
13740|72401|RIC|02|44|7201|RICHMOND, VA|RICHMOND INTL AIRPORT|NOAA-NATIONAL WEATHER SERVICE*RIC INTL APT/EXECUTIVE TERMINAL*SANDSTON,VA. 23150-2505*|37.31|-77.19|164|163|167|
13741|72411|ROA|05|44|7285|ROANOKE, VA|RONK RGNL/WOODRUM FLD ARPT|NAT'L WEA SER OFC.NOAA*ROANOKE REGNL APT-WOODRUM FIELD*ROANOKE, VA.*24012*|37.19|-79.58|1189|1176|1192|
13743|72405|DCA|04|44|8906|WASHINGTON DC, DC|RONALD REAGAN WASH NTL APT||38.52|-77.02|10|65|3|
13744||FLO|04|38|3106|FLORENCE, SC|FLORENCE REGIONAL AIRPORT||34.11|-79.44|176|151|179|
13748|72301|ILM|06|31|9457|WILMINGTON, NC|WILMINGTON INTL AIRPORT|NAT'L WEA SER OFC*RT 6 BOX 50*WILMINGTON,NC 28405|34.16|-77.55|30|38|33|
13750|723085|NGU||||NORFOLK, VA|NORFOLK NAS|NAVAL ATLANTIC METEOROLOGY AND*OCEANOGRAPHY CENTER*9141 THIRD AVENUE*NORFOLK  VA  23511-2394|36.56|-76.17|15|16|34|
13752||NAK||||ANNAPOLIS, MD|U. S. Naval Academy||38.59|-76.29|0|7|0|
13754|723090|NKT||||CHERRY POINT, NC|CHERRY POINT MCAS|ATTN  WEATHER SERVICE DIVISION*MARINE CORPS AIR STATION*PSC BOX 8011*CHERRY POINT  NC  28533|34.54|-76.53|27|29|37|
13762||KNFE||||FENTRESS, VA|NAVAL AUXILIARY LANDING FD||36.42|-76.08|16|16|16|
13763||FKN||||FRANKLIN, VA|FRKLN MUNI-J BVRLY ROSE AP||36.42|-76.54|0|0|0|
13764||GED||||GEORGETOWN, DE|SUSSEX COUNTY AIRPORT||38.41|-75.22|63|51|66|
13766||MQI||||MANTEO, NC|DARE COUNTY REGIONAL AIRPORT||35.55|-75.42|0|0|0|
13769|723075|NTU||||OCEANA, VA|OCEANA NAS|NAVAL ATLANTIC METEOROLOGY AND*OCEANOGRAPHY DETACHMENT*NAVAL AIR STATION  OCEANA*VIRGINIA BEACH  VA  23460-5120|36.49|-76.02|22|22|30|
13773|724035|NYG||||QUANTICO, VA|QUANTICO MCAF|ATTN  WEATHER SERVICE OFFICER*MARINE CORPS AIR FACILITY*2100 ROWELL RD*QUANTICO  VA  22134-5060|38.30|-77.19|9|12|14|
13776||LBT||||LUMBERTON, NC|LUMBERTON MUNICIPAL ARPT||34.37|-79.04|123|126|126|
13781|72408|ILG|01|07|9595|WILMINGTON, DE|NEW CASTLE COUNTY AIRPORT|NAT'L WEA SER OFC*AIRPORT TERMINAL BLDG*151 NO. DUPONT PARKWAY*NEW CASTLE,DE 19720|39.40|-75.36|92|80|95|
13783||PGV||||GREENVILLE, NC|PITT-GREENVILLE AIRPORT||35.38|-77.23|0|0|0|
13786|74694|ECG||||ELIZABETH CITY, NC|Elizabeth City CG Air Station/||36.16|-76.11|38|13|41|
13802||BLV||||BELLEVILLE, IL|Scott Air Force Base/MidAmeric||38.33|-89.5|0|459|0|
13803||BAK||||COLUMBUS, IN|Columbus Municipal Airport||32.17|-85.54|0|656|0|
13806||HOP||||FORT CAMPBELL/HOPKINSVILLE, KY|Campbell AAF Airport||36.40|-87.29|0|573|0|
13807||FTK||||FORT KNOX, KY|Godman AAF Airport||37.55|-85.58|0|780|0|
13809||LWV||||LAWRENCEVILLE, IL|LRNCVLL-VINCNES INTL ARPT||38.46|-87.37|430|430|433|
13810||LOU||||LOUISVILLE, KY|BOWMAN FIELD AIRPORT||38.14|-85.4|539|556|542|
13812||LCK||||COLUMBUS, OH|RICKENBACKER INTL AIRPORT||39.49|-82.56|0|0|0|
13814||BYH||||BLYTHEVILLE, AR|Arkansas International Airport||35.58|-89.56|0|251|0|
13820||BIX||||BILOXI, MS|Keesler Air Force Base||30.25|-88.55|0|34|0|
13821||MXF||||MONTGOMERY, AL|Maxwell AFB Airport||32.23|-86.22|0|172|0|
13824||SVN||||SAVANNAH, GA|Hunter Army Airfield||32.01|-81.09|0|42|0|
13825||CBM||||COLUMBUS, MS|Columbus AFB Airport||33.38|-88.26|0|219|0|
13827||MQY||||SMYNRA, TN|Smynra Airport||36.01|-86.31|0|543|0|
13829||LSF||||FORT BENNING (COLUMBUS), GA|Lawson AAF Airport||32.20|-84.59|0|232|0|
13833||HBG||||HATTIESBURG, MS|BOBBY L CHAIN MUNI AIRPORT||31.16|-89.15|144|151|147|
